model_date,Geo,Geo_Level,Freq,Incidents,Split,yhat,yhat_lower,yhat_upper
2015-03-30,District B,police_district,daily,9,Train,NA,NA,NA
2015-03-31,District B,police_district,daily,6,Train,NA,NA,NA
2015-04-01,District B,police_district,daily,11,Train,NA,NA,NA
2015-04-02,District B,police_district,daily,5,Train,NA,NA,NA
2015-04-03,District B,police_district,daily,9,Train,NA,NA,NA
2015-04-04,District B,police_district,daily,7,Train,NA,NA,NA
2015-04-05,District B,police_district,daily,7,Train,NA,NA,NA
2015-04-06,District B,police_district,daily,9,Train,NA,NA,NA
2015-04-07,District B,police_district,daily,8,Train,NA,NA,NA
2015-04-08,District B,police_district,daily,8,Train,NA,NA,NA
2015-04-09,District B,police_district,daily,7,Train,NA,NA,NA
2015-04-10,District B,police_district,daily,9,Train,NA,NA,NA
2015-04-11,District B,police_district,daily,5,Train,NA,NA,NA
2015-04-12,District B,police_district,daily,13,Train,NA,NA,NA
2015-04-13,District B,police_district,daily,11,Train,NA,NA,NA
2015-04-14,District B,police_district,daily,6,Train,NA,NA,NA
2015-04-15,District B,police_district,daily,8,Train,NA,NA,NA
2015-04-16,District B,police_district,daily,7,Train,NA,NA,NA
2015-04-17,District B,police_district,daily,6,Train,NA,NA,NA
2015-04-18,District B,police_district,daily,9,Train,NA,NA,NA
2015-04-19,District B,police_district,daily,14,Train,NA,NA,NA
2015-04-20,District B,police_district,daily,8,Train,NA,NA,NA
2015-04-21,District B,police_district,daily,8,Train,NA,NA,NA
2015-04-22,District B,police_district,daily,3,Train,NA,NA,NA
2015-04-23,District B,police_district,daily,7,Train,NA,NA,NA
2015-04-24,District B,police_district,daily,12,Train,NA,NA,NA
2015-04-25,District B,police_district,daily,10,Train,NA,NA,NA
2015-04-26,District B,police_district,daily,7,Train,NA,NA,NA
2015-04-27,District B,police_district,daily,9,Train,NA,NA,NA
2015-04-28,District B,police_district,daily,4,Train,NA,NA,NA
2015-04-29,District B,police_district,daily,9,Train,NA,NA,NA
2015-04-30,District B,police_district,daily,4,Train,NA,NA,NA
2015-05-01,District B,police_district,daily,15,Train,NA,NA,NA
2015-05-02,District B,police_district,daily,8,Train,NA,NA,NA
2015-05-03,District B,police_district,daily,10,Train,NA,NA,NA
2015-05-04,District B,police_district,daily,8,Train,NA,NA,NA
2015-05-05,District B,police_district,daily,9,Train,NA,NA,NA
2015-05-06,District B,police_district,daily,10,Train,NA,NA,NA
2015-05-07,District B,police_district,daily,5,Train,NA,NA,NA
2015-05-08,District B,police_district,daily,5,Train,NA,NA,NA
2015-05-09,District B,police_district,daily,12,Train,NA,NA,NA
2015-05-10,District B,police_district,daily,9,Train,NA,NA,NA
2015-05-11,District B,police_district,daily,9,Train,NA,NA,NA
2015-05-12,District B,police_district,daily,11,Train,NA,NA,NA
2015-05-13,District B,police_district,daily,11,Train,NA,NA,NA
2015-05-14,District B,police_district,daily,12,Train,NA,NA,NA
2015-05-15,District B,police_district,daily,11,Train,NA,NA,NA
2015-05-16,District B,police_district,daily,9,Train,NA,NA,NA
2015-05-17,District B,police_district,daily,12,Train,NA,NA,NA
2015-05-18,District B,police_district,daily,9,Train,NA,NA,NA
2015-05-19,District B,police_district,daily,7,Train,NA,NA,NA
2015-05-20,District B,police_district,daily,10,Train,NA,NA,NA
2015-05-21,District B,police_district,daily,9,Train,NA,NA,NA
2015-05-22,District B,police_district,daily,8,Train,NA,NA,NA
2015-05-23,District B,police_district,daily,14,Train,NA,NA,NA
2015-05-24,District B,police_district,daily,11,Train,NA,NA,NA
2015-05-25,District B,police_district,daily,5,Train,NA,NA,NA
2015-05-26,District B,police_district,daily,12,Train,NA,NA,NA
2015-05-27,District B,police_district,daily,11,Train,NA,NA,NA
2015-05-28,District B,police_district,daily,13,Train,NA,NA,NA
2015-05-29,District B,police_district,daily,11,Train,NA,NA,NA
2015-05-30,District B,police_district,daily,6,Train,NA,NA,NA
2015-05-31,District B,police_district,daily,8,Train,NA,NA,NA
2015-06-01,District B,police_district,daily,15,Train,NA,NA,NA
2015-06-02,District B,police_district,daily,8,Train,NA,NA,NA
2015-06-03,District B,police_district,daily,11,Train,NA,NA,NA
2015-06-04,District B,police_district,daily,13,Train,NA,NA,NA
2015-06-05,District B,police_district,daily,6,Train,NA,NA,NA
2015-06-06,District B,police_district,daily,12,Train,NA,NA,NA
2015-06-07,District B,police_district,daily,10,Train,NA,NA,NA
2015-06-08,District B,police_district,daily,13,Train,NA,NA,NA
2015-06-09,District B,police_district,daily,9,Train,NA,NA,NA
2015-06-10,District B,police_district,daily,14,Train,NA,NA,NA
2015-06-11,District B,police_district,daily,8,Train,NA,NA,NA
2015-06-12,District B,police_district,daily,13,Train,NA,NA,NA
2015-06-13,District B,police_district,daily,9,Train,NA,NA,NA
2015-06-14,District B,police_district,daily,9,Train,NA,NA,NA
2015-06-15,District B,police_district,daily,11,Train,NA,NA,NA
2015-06-16,District B,police_district,daily,11,Train,NA,NA,NA
2015-06-17,District B,police_district,daily,9,Train,NA,NA,NA
2015-06-18,District B,police_district,daily,17,Train,NA,NA,NA
2015-06-19,District B,police_district,daily,13,Train,NA,NA,NA
2015-06-20,District B,police_district,daily,16,Train,NA,NA,NA
2015-06-21,District B,police_district,daily,13,Train,NA,NA,NA
2015-06-22,District B,police_district,daily,12,Train,NA,NA,NA
2015-06-23,District B,police_district,daily,10,Train,NA,NA,NA
2015-06-24,District B,police_district,daily,10,Train,NA,NA,NA
2015-06-25,District B,police_district,daily,11,Train,NA,NA,NA
2015-06-26,District B,police_district,daily,15,Train,NA,NA,NA
2015-06-27,District B,police_district,daily,9,Train,NA,NA,NA
2015-06-28,District B,police_district,daily,10,Train,NA,NA,NA
2015-06-29,District B,police_district,daily,12,Train,NA,NA,NA
2015-06-30,District B,police_district,daily,13,Train,NA,NA,NA
2015-07-01,District B,police_district,daily,13,Train,NA,NA,NA
2015-07-02,District B,police_district,daily,10,Train,NA,NA,NA
2015-07-03,District B,police_district,daily,19,Train,NA,NA,NA
2015-07-04,District B,police_district,daily,9,Train,NA,NA,NA
2015-07-05,District B,police_district,daily,14,Train,NA,NA,NA
2015-07-06,District B,police_district,daily,9,Train,NA,NA,NA
2015-07-07,District B,police_district,daily,8,Train,NA,NA,NA
2015-07-08,District B,police_district,daily,15,Train,NA,NA,NA
2015-07-09,District B,police_district,daily,12,Train,NA,NA,NA
2015-07-10,District B,police_district,daily,11,Train,NA,NA,NA
2015-07-11,District B,police_district,daily,10,Train,NA,NA,NA
2015-07-12,District B,police_district,daily,16,Train,NA,NA,NA
2015-07-13,District B,police_district,daily,12,Train,NA,NA,NA
2015-07-14,District B,police_district,daily,7,Train,NA,NA,NA
2015-07-15,District B,police_district,daily,6,Train,NA,NA,NA
2015-07-16,District B,police_district,daily,11,Train,NA,NA,NA
2015-07-17,District B,police_district,daily,9,Train,NA,NA,NA
2015-07-18,District B,police_district,daily,11,Train,NA,NA,NA
2015-07-19,District B,police_district,daily,10,Train,NA,NA,NA
2015-07-20,District B,police_district,daily,11,Train,NA,NA,NA
2015-07-21,District B,police_district,daily,11,Train,NA,NA,NA
2015-07-22,District B,police_district,daily,14,Train,NA,NA,NA
2015-07-23,District B,police_district,daily,15,Train,NA,NA,NA
2015-07-24,District B,police_district,daily,14,Train,NA,NA,NA
2015-07-25,District B,police_district,daily,11,Train,NA,NA,NA
2015-07-26,District B,police_district,daily,18,Train,NA,NA,NA
2015-07-27,District B,police_district,daily,19,Train,NA,NA,NA
2015-07-28,District B,police_district,daily,7,Train,NA,NA,NA
2015-07-29,District B,police_district,daily,12,Train,NA,NA,NA
2015-07-30,District B,police_district,daily,12,Train,NA,NA,NA
2015-07-31,District B,police_district,daily,11,Train,NA,NA,NA
2015-08-01,District B,police_district,daily,11,Train,NA,NA,NA
2015-08-02,District B,police_district,daily,17,Train,NA,NA,NA
2015-08-03,District B,police_district,daily,10,Train,NA,NA,NA
2015-08-04,District B,police_district,daily,13,Train,NA,NA,NA
2015-08-05,District B,police_district,daily,11,Train,NA,NA,NA
2015-08-06,District B,police_district,daily,16,Train,NA,NA,NA
2015-08-07,District B,police_district,daily,11,Train,NA,NA,NA
2015-08-08,District B,police_district,daily,8,Train,NA,NA,NA
2015-08-09,District B,police_district,daily,14,Train,NA,NA,NA
2015-08-10,District B,police_district,daily,17,Train,NA,NA,NA
2015-08-11,District B,police_district,daily,15,Train,NA,NA,NA
2015-08-12,District B,police_district,daily,14,Train,NA,NA,NA
2015-08-13,District B,police_district,daily,8,Train,NA,NA,NA
2015-08-14,District B,police_district,daily,12,Train,NA,NA,NA
2015-08-15,District B,police_district,daily,14,Train,NA,NA,NA
2015-08-16,District B,police_district,daily,16,Train,NA,NA,NA
2015-08-17,District B,police_district,daily,15,Train,NA,NA,NA
2015-08-18,District B,police_district,daily,8,Train,NA,NA,NA
2015-08-19,District B,police_district,daily,12,Train,NA,NA,NA
2015-08-20,District B,police_district,daily,15,Train,NA,NA,NA
2015-08-21,District B,police_district,daily,11,Train,NA,NA,NA
2015-08-22,District B,police_district,daily,10,Train,NA,NA,NA
2015-08-23,District B,police_district,daily,7,Train,NA,NA,NA
2015-08-24,District B,police_district,daily,10,Train,NA,NA,NA
2015-08-25,District B,police_district,daily,9,Train,NA,NA,NA
2015-08-26,District B,police_district,daily,10,Train,NA,NA,NA
2015-08-27,District B,police_district,daily,7,Train,NA,NA,NA
2015-08-28,District B,police_district,daily,17,Train,NA,NA,NA
2015-08-29,District B,police_district,daily,14,Train,NA,NA,NA
2015-08-30,District B,police_district,daily,7,Train,NA,NA,NA
2015-08-31,District B,police_district,daily,14,Train,NA,NA,NA
2015-09-01,District B,police_district,daily,10,Train,NA,NA,NA
2015-09-02,District B,police_district,daily,11,Train,NA,NA,NA
2015-09-03,District B,police_district,daily,11,Train,NA,NA,NA
2015-09-04,District B,police_district,daily,10,Train,NA,NA,NA
2015-09-05,District B,police_district,daily,12,Train,NA,NA,NA
2015-09-06,District B,police_district,daily,4,Train,NA,NA,NA
2015-09-07,District B,police_district,daily,8,Train,NA,NA,NA
2015-09-08,District B,police_district,daily,13,Train,NA,NA,NA
2015-09-09,District B,police_district,daily,9,Train,NA,NA,NA
2015-09-10,District B,police_district,daily,6,Train,NA,NA,NA
2015-09-11,District B,police_district,daily,11,Train,NA,NA,NA
2015-09-12,District B,police_district,daily,7,Train,NA,NA,NA
2015-09-13,District B,police_district,daily,7,Train,NA,NA,NA
2015-09-14,District B,police_district,daily,9,Train,NA,NA,NA
2015-09-15,District B,police_district,daily,8,Train,NA,NA,NA
2015-09-16,District B,police_district,daily,8,Train,NA,NA,NA
2015-09-17,District B,police_district,daily,10,Train,NA,NA,NA
2015-09-18,District B,police_district,daily,11,Train,NA,NA,NA
2015-09-19,District B,police_district,daily,3,Train,NA,NA,NA
2015-09-20,District B,police_district,daily,8,Train,NA,NA,NA
2015-09-21,District B,police_district,daily,10,Train,NA,NA,NA
2015-09-22,District B,police_district,daily,13,Train,NA,NA,NA
2015-09-23,District B,police_district,daily,11,Train,NA,NA,NA
2015-09-24,District B,police_district,daily,12,Train,NA,NA,NA
2015-09-25,District B,police_district,daily,7,Train,NA,NA,NA
2015-09-26,District B,police_district,daily,7,Train,NA,NA,NA
2015-09-27,District B,police_district,daily,13,Train,NA,NA,NA
2015-09-28,District B,police_district,daily,8,Train,NA,NA,NA
2015-09-29,District B,police_district,daily,12,Train,NA,NA,NA
2015-09-30,District B,police_district,daily,7,Train,NA,NA,NA
2015-10-01,District B,police_district,daily,7,Train,NA,NA,NA
2015-10-02,District B,police_district,daily,7,Train,NA,NA,NA
2015-10-03,District B,police_district,daily,14,Train,NA,NA,NA
2015-10-04,District B,police_district,daily,11,Train,NA,NA,NA
2015-10-05,District B,police_district,daily,15,Train,NA,NA,NA
2015-10-06,District B,police_district,daily,9,Train,NA,NA,NA
2015-10-07,District B,police_district,daily,9,Train,NA,NA,NA
2015-10-08,District B,police_district,daily,8,Train,NA,NA,NA
2015-10-09,District B,police_district,daily,10,Train,NA,NA,NA
2015-10-10,District B,police_district,daily,8,Train,NA,NA,NA
2015-10-11,District B,police_district,daily,4,Train,NA,NA,NA
2015-10-12,District B,police_district,daily,14,Train,NA,NA,NA
2015-10-13,District B,police_district,daily,9,Train,NA,NA,NA
2015-10-14,District B,police_district,daily,7,Train,NA,NA,NA
2015-10-15,District B,police_district,daily,13,Train,NA,NA,NA
2015-10-16,District B,police_district,daily,10,Train,NA,NA,NA
2015-10-17,District B,police_district,daily,9,Train,NA,NA,NA
2015-10-18,District B,police_district,daily,8,Train,NA,NA,NA
2015-10-19,District B,police_district,daily,6,Train,NA,NA,NA
2015-10-20,District B,police_district,daily,13,Train,NA,NA,NA
2015-10-21,District B,police_district,daily,7,Train,NA,NA,NA
2015-10-22,District B,police_district,daily,6,Train,NA,NA,NA
2015-10-23,District B,police_district,daily,14,Train,NA,NA,NA
2015-10-24,District B,police_district,daily,7,Train,NA,NA,NA
2015-10-25,District B,police_district,daily,11,Train,NA,NA,NA
2015-10-26,District B,police_district,daily,13,Train,NA,NA,NA
2015-10-27,District B,police_district,daily,12,Train,NA,NA,NA
2015-10-28,District B,police_district,daily,6,Train,NA,NA,NA
2015-10-29,District B,police_district,daily,7,Train,NA,NA,NA
2015-10-30,District B,police_district,daily,17,Train,NA,NA,NA
2015-10-31,District B,police_district,daily,12,Train,NA,NA,NA
2015-11-01,District B,police_district,daily,10,Train,NA,NA,NA
2015-11-02,District B,police_district,daily,8,Train,NA,NA,NA
2015-11-03,District B,police_district,daily,11,Train,NA,NA,NA
2015-11-04,District B,police_district,daily,8,Train,NA,NA,NA
2015-11-05,District B,police_district,daily,10,Train,NA,NA,NA
2015-11-06,District B,police_district,daily,9,Train,NA,NA,NA
2015-11-07,District B,police_district,daily,8,Train,NA,NA,NA
2015-11-08,District B,police_district,daily,5,Train,NA,NA,NA
2015-11-09,District B,police_district,daily,5,Train,NA,NA,NA
2015-11-10,District B,police_district,daily,8,Train,NA,NA,NA
2015-11-11,District B,police_district,daily,8,Train,NA,NA,NA
2015-11-12,District B,police_district,daily,11,Train,NA,NA,NA
2015-11-13,District B,police_district,daily,8,Train,NA,NA,NA
2015-11-14,District B,police_district,daily,5,Train,NA,NA,NA
2015-11-15,District B,police_district,daily,7,Train,NA,NA,NA
2015-11-16,District B,police_district,daily,7,Train,NA,NA,NA
2015-11-17,District B,police_district,daily,8,Train,NA,NA,NA
2015-11-18,District B,police_district,daily,6,Train,NA,NA,NA
2015-11-19,District B,police_district,daily,9,Train,NA,NA,NA
2015-11-20,District B,police_district,daily,12,Train,NA,NA,NA
2015-11-21,District B,police_district,daily,10,Train,NA,NA,NA
2015-11-22,District B,police_district,daily,4,Train,NA,NA,NA
2015-11-23,District B,police_district,daily,14,Train,NA,NA,NA
2015-11-24,District B,police_district,daily,12,Train,NA,NA,NA
2015-11-25,District B,police_district,daily,5,Train,NA,NA,NA
2015-11-26,District B,police_district,daily,11,Train,NA,NA,NA
2015-11-27,District B,police_district,daily,6,Train,NA,NA,NA
2015-11-28,District B,police_district,daily,8,Train,NA,NA,NA
2015-11-29,District B,police_district,daily,8,Train,NA,NA,NA
2015-11-30,District B,police_district,daily,10,Train,NA,NA,NA
2015-12-01,District B,police_district,daily,7,Train,NA,NA,NA
2015-12-02,District B,police_district,daily,5,Train,NA,NA,NA
2015-12-03,District B,police_district,daily,10,Train,NA,NA,NA
2015-12-04,District B,police_district,daily,8,Train,NA,NA,NA
2015-12-05,District B,police_district,daily,10,Train,NA,NA,NA
2015-12-06,District B,police_district,daily,11,Train,NA,NA,NA
2015-12-07,District B,police_district,daily,8,Train,NA,NA,NA
2015-12-08,District B,police_district,daily,10,Train,NA,NA,NA
2015-12-09,District B,police_district,daily,7,Train,NA,NA,NA
2015-12-10,District B,police_district,daily,8,Train,NA,NA,NA
2015-12-11,District B,police_district,daily,11,Train,NA,NA,NA
2015-12-12,District B,police_district,daily,10,Train,NA,NA,NA
2015-12-13,District B,police_district,daily,9,Train,NA,NA,NA
2015-12-14,District B,police_district,daily,9,Train,NA,NA,NA
2015-12-15,District B,police_district,daily,12,Train,NA,NA,NA
2015-12-16,District B,police_district,daily,7,Train,NA,NA,NA
2015-12-17,District B,police_district,daily,10,Train,NA,NA,NA
2015-12-18,District B,police_district,daily,15,Train,NA,NA,NA
2015-12-19,District B,police_district,daily,11,Train,NA,NA,NA
2015-12-20,District B,police_district,daily,6,Train,NA,NA,NA
2015-12-21,District B,police_district,daily,9,Train,NA,NA,NA
2015-12-22,District B,police_district,daily,11,Train,NA,NA,NA
2015-12-23,District B,police_district,daily,13,Train,NA,NA,NA
2015-12-24,District B,police_district,daily,11,Train,NA,NA,NA
2015-12-25,District B,police_district,daily,6,Train,NA,NA,NA
2015-12-26,District B,police_district,daily,3,Train,NA,NA,NA
2015-12-27,District B,police_district,daily,8,Train,NA,NA,NA
2015-12-28,District B,police_district,daily,12,Train,NA,NA,NA
2015-12-29,District B,police_district,daily,10,Train,NA,NA,NA
2015-12-30,District B,police_district,daily,11,Train,NA,NA,NA
2015-12-31,District B,police_district,daily,11,Train,NA,NA,NA
2016-01-01,District B,police_district,daily,15,Train,NA,NA,NA
2016-01-02,District B,police_district,daily,8,Train,NA,NA,NA
2016-01-03,District B,police_district,daily,13,Train,NA,NA,NA
2016-01-04,District B,police_district,daily,8,Train,NA,NA,NA
2016-01-05,District B,police_district,daily,5,Train,NA,NA,NA
2016-01-06,District B,police_district,daily,8,Train,NA,NA,NA
2016-01-07,District B,police_district,daily,9,Train,NA,NA,NA
2016-01-08,District B,police_district,daily,11,Train,NA,NA,NA
2016-01-09,District B,police_district,daily,9,Train,NA,NA,NA
2016-01-10,District B,police_district,daily,12,Train,NA,NA,NA
2016-01-11,District B,police_district,daily,9,Train,NA,NA,NA
2016-01-12,District B,police_district,daily,3,Train,NA,NA,NA
2016-01-13,District B,police_district,daily,11,Train,NA,NA,NA
2016-01-14,District B,police_district,daily,6,Train,NA,NA,NA
2016-01-15,District B,police_district,daily,10,Train,NA,NA,NA
2016-01-16,District B,police_district,daily,9,Train,NA,NA,NA
2016-01-17,District B,police_district,daily,11,Train,NA,NA,NA
2016-01-18,District B,police_district,daily,5,Train,NA,NA,NA
2016-01-19,District B,police_district,daily,2,Train,NA,NA,NA
2016-01-20,District B,police_district,daily,11,Train,NA,NA,NA
2016-01-21,District B,police_district,daily,8,Train,NA,NA,NA
2016-01-22,District B,police_district,daily,3,Train,NA,NA,NA
2016-01-23,District B,police_district,daily,5,Train,NA,NA,NA
2016-01-24,District B,police_district,daily,9,Train,NA,NA,NA
2016-01-25,District B,police_district,daily,5,Train,NA,NA,NA
2016-01-26,District B,police_district,daily,6,Train,NA,NA,NA
2016-01-27,District B,police_district,daily,7,Train,NA,NA,NA
2016-01-28,District B,police_district,daily,10,Train,NA,NA,NA
2016-01-29,District B,police_district,daily,7,Train,NA,NA,NA
2016-01-30,District B,police_district,daily,10,Train,NA,NA,NA
2016-01-31,District B,police_district,daily,9,Train,NA,NA,NA
2016-02-01,District B,police_district,daily,9,Train,NA,NA,NA
2016-02-02,District B,police_district,daily,6,Train,NA,NA,NA
2016-02-03,District B,police_district,daily,5,Train,NA,NA,NA
2016-02-04,District B,police_district,daily,10,Train,NA,NA,NA
2016-02-05,District B,police_district,daily,6,Train,NA,NA,NA
2016-02-06,District B,police_district,daily,11,Train,NA,NA,NA
2016-02-07,District B,police_district,daily,8,Train,NA,NA,NA
2016-02-08,District B,police_district,daily,10,Train,NA,NA,NA
2016-02-09,District B,police_district,daily,13,Train,NA,NA,NA
2016-02-10,District B,police_district,daily,2,Train,NA,NA,NA
2016-02-11,District B,police_district,daily,5,Train,NA,NA,NA
2016-02-12,District B,police_district,daily,8,Train,NA,NA,NA
2016-02-13,District B,police_district,daily,10,Train,NA,NA,NA
2016-02-14,District B,police_district,daily,8,Train,NA,NA,NA
2016-02-15,District B,police_district,daily,7,Train,NA,NA,NA
2016-02-16,District B,police_district,daily,6,Train,NA,NA,NA
2016-02-17,District B,police_district,daily,7,Train,NA,NA,NA
2016-02-18,District B,police_district,daily,5,Train,NA,NA,NA
2016-02-19,District B,police_district,daily,9,Train,NA,NA,NA
2016-02-20,District B,police_district,daily,20,Train,NA,NA,NA
2016-02-21,District B,police_district,daily,7,Train,NA,NA,NA
2016-02-22,District B,police_district,daily,7,Train,NA,NA,NA
2016-02-23,District B,police_district,daily,9,Train,NA,NA,NA
2016-02-24,District B,police_district,daily,6,Train,NA,NA,NA
2016-02-25,District B,police_district,daily,7,Train,NA,NA,NA
2016-02-26,District B,police_district,daily,6,Train,NA,NA,NA
2016-02-27,District B,police_district,daily,9,Train,NA,NA,NA
2016-02-28,District B,police_district,daily,10,Train,NA,NA,NA
2016-02-29,District B,police_district,daily,7,Train,NA,NA,NA
2016-03-01,District B,police_district,daily,14,Train,NA,NA,NA
2016-03-02,District B,police_district,daily,9,Train,NA,NA,NA
2016-03-03,District B,police_district,daily,3,Train,NA,NA,NA
2016-03-04,District B,police_district,daily,10,Train,NA,NA,NA
2016-03-05,District B,police_district,daily,7,Train,NA,NA,NA
2016-03-06,District B,police_district,daily,4,Train,NA,NA,NA
2016-03-07,District B,police_district,daily,7,Train,NA,NA,NA
2016-03-08,District B,police_district,daily,3,Train,NA,NA,NA
2016-03-09,District B,police_district,daily,9,Train,NA,NA,NA
2016-03-10,District B,police_district,daily,6,Train,NA,NA,NA
2016-03-11,District B,police_district,daily,5,Train,NA,NA,NA
2016-03-12,District B,police_district,daily,2,Train,NA,NA,NA
2016-03-13,District B,police_district,daily,7,Train,NA,NA,NA
2016-03-14,District B,police_district,daily,6,Train,NA,NA,NA
2016-03-15,District B,police_district,daily,7,Train,NA,NA,NA
2016-03-16,District B,police_district,daily,11,Train,NA,NA,NA
2016-03-17,District B,police_district,daily,8,Train,NA,NA,NA
2016-03-18,District B,police_district,daily,7,Train,NA,NA,NA
2016-03-19,District B,police_district,daily,8,Train,NA,NA,NA
2016-03-20,District B,police_district,daily,10,Train,NA,NA,NA
2016-03-21,District B,police_district,daily,6,Train,NA,NA,NA
2016-03-22,District B,police_district,daily,7,Train,NA,NA,NA
2016-03-23,District B,police_district,daily,10,Train,NA,NA,NA
2016-03-24,District B,police_district,daily,8,Train,NA,NA,NA
2016-03-25,District B,police_district,daily,8,Train,NA,NA,NA
2016-03-26,District B,police_district,daily,7,Train,NA,NA,NA
2016-03-27,District B,police_district,daily,6,Train,NA,NA,NA
2016-03-28,District B,police_district,daily,4,Train,NA,NA,NA
2016-03-29,District B,police_district,daily,12,Train,NA,NA,NA
2016-03-30,District B,police_district,daily,6,Train,NA,NA,NA
2016-03-31,District B,police_district,daily,7,Train,NA,NA,NA
2016-04-01,District B,police_district,daily,14,Train,NA,NA,NA
2016-04-02,District B,police_district,daily,6,Train,NA,NA,NA
2016-04-03,District B,police_district,daily,4,Train,NA,NA,NA
2016-04-04,District B,police_district,daily,5,Train,NA,NA,NA
2016-04-05,District B,police_district,daily,3,Train,NA,NA,NA
2016-04-06,District B,police_district,daily,17,Train,NA,NA,NA
2016-04-07,District B,police_district,daily,8,Train,NA,NA,NA
2016-04-08,District B,police_district,daily,4,Train,NA,NA,NA
2016-04-09,District B,police_district,daily,2,Train,NA,NA,NA
2016-04-10,District B,police_district,daily,7,Train,NA,NA,NA
2016-04-11,District B,police_district,daily,7,Train,NA,NA,NA
2016-04-12,District B,police_district,daily,8,Train,NA,NA,NA
2016-04-13,District B,police_district,daily,4,Train,NA,NA,NA
2016-04-14,District B,police_district,daily,9,Train,NA,NA,NA
2016-04-15,District B,police_district,daily,10,Train,NA,NA,NA
2016-04-16,District B,police_district,daily,13,Train,NA,NA,NA
2016-04-17,District B,police_district,daily,2,Train,NA,NA,NA
2016-04-18,District B,police_district,daily,7,Train,NA,NA,NA
2016-04-19,District B,police_district,daily,9,Train,NA,NA,NA
2016-04-20,District B,police_district,daily,11,Train,NA,NA,NA
2016-04-21,District B,police_district,daily,10,Train,NA,NA,NA
2016-04-22,District B,police_district,daily,10,Train,NA,NA,NA
2016-04-23,District B,police_district,daily,9,Train,NA,NA,NA
2016-04-24,District B,police_district,daily,7,Train,NA,NA,NA
2016-04-25,District B,police_district,daily,5,Train,NA,NA,NA
2016-04-26,District B,police_district,daily,8,Train,NA,NA,NA
2016-04-27,District B,police_district,daily,9,Train,NA,NA,NA
2016-04-28,District B,police_district,daily,7,Train,NA,NA,NA
2016-04-29,District B,police_district,daily,8,Train,NA,NA,NA
2016-04-30,District B,police_district,daily,12,Train,NA,NA,NA
2016-05-01,District B,police_district,daily,10,Train,NA,NA,NA
2016-05-02,District B,police_district,daily,4,Train,NA,NA,NA
2016-05-03,District B,police_district,daily,8,Train,NA,NA,NA
2016-05-04,District B,police_district,daily,7,Train,NA,NA,NA
2016-05-05,District B,police_district,daily,7,Train,NA,NA,NA
2016-05-06,District B,police_district,daily,12,Train,NA,NA,NA
2016-05-07,District B,police_district,daily,7,Train,NA,NA,NA
2016-05-08,District B,police_district,daily,9,Train,NA,NA,NA
2016-05-09,District B,police_district,daily,8,Train,NA,NA,NA
2016-05-10,District B,police_district,daily,8,Train,NA,NA,NA
2016-05-11,District B,police_district,daily,8,Train,NA,NA,NA
2016-05-12,District B,police_district,daily,10,Train,NA,NA,NA
2016-05-13,District B,police_district,daily,10,Train,NA,NA,NA
2016-05-14,District B,police_district,daily,9,Train,NA,NA,NA
2016-05-15,District B,police_district,daily,7,Train,NA,NA,NA
2016-05-16,District B,police_district,daily,4,Train,NA,NA,NA
2016-05-17,District B,police_district,daily,6,Train,NA,NA,NA
2016-05-18,District B,police_district,daily,8,Train,NA,NA,NA
2016-05-19,District B,police_district,daily,5,Train,NA,NA,NA
2016-05-20,District B,police_district,daily,10,Train,NA,NA,NA
2016-05-21,District B,police_district,daily,10,Train,NA,NA,NA
2016-05-22,District B,police_district,daily,11,Train,NA,NA,NA
2016-05-23,District B,police_district,daily,18,Train,NA,NA,NA
2016-05-24,District B,police_district,daily,5,Train,NA,NA,NA
2016-05-25,District B,police_district,daily,9,Train,NA,NA,NA
2016-05-26,District B,police_district,daily,7,Train,NA,NA,NA
2016-05-27,District B,police_district,daily,15,Train,NA,NA,NA
2016-05-28,District B,police_district,daily,14,Train,NA,NA,NA
2016-05-29,District B,police_district,daily,12,Train,NA,NA,NA
2016-05-30,District B,police_district,daily,14,Train,NA,NA,NA
2016-05-31,District B,police_district,daily,10,Train,NA,NA,NA
2016-06-01,District B,police_district,daily,12,Train,NA,NA,NA
2016-06-02,District B,police_district,daily,7,Train,NA,NA,NA
2016-06-03,District B,police_district,daily,7,Train,NA,NA,NA
2016-06-04,District B,police_district,daily,10,Train,NA,NA,NA
2016-06-05,District B,police_district,daily,3,Train,NA,NA,NA
2016-06-06,District B,police_district,daily,6,Train,NA,NA,NA
2016-06-07,District B,police_district,daily,3,Train,NA,NA,NA
2016-06-08,District B,police_district,daily,12,Train,NA,NA,NA
2016-06-09,District B,police_district,daily,9,Train,NA,NA,NA
2016-06-10,District B,police_district,daily,3,Train,NA,NA,NA
2016-06-11,District B,police_district,daily,6,Train,NA,NA,NA
2016-06-12,District B,police_district,daily,5,Train,NA,NA,NA
2016-06-13,District B,police_district,daily,8,Train,NA,NA,NA
2016-06-14,District B,police_district,daily,8,Train,NA,NA,NA
2016-06-15,District B,police_district,daily,11,Train,NA,NA,NA
2016-06-16,District B,police_district,daily,10,Train,NA,NA,NA
2016-06-17,District B,police_district,daily,12,Train,NA,NA,NA
2016-06-18,District B,police_district,daily,9,Train,NA,NA,NA
2016-06-19,District B,police_district,daily,9,Train,NA,NA,NA
2016-06-20,District B,police_district,daily,12,Train,NA,NA,NA
2016-06-21,District B,police_district,daily,14,Train,NA,NA,NA
