model_date,Geo,Geo_Level,Freq,Incidents
2017-01-27,District B,police_district,daily,4
2017-01-27,District C,police_district,daily,14
2017-01-27,District D,police_district,daily,8
2017-01-27,District E,police_district,daily,7
2017-01-28,District A,police_district,daily,6
2017-01-28,District B,police_district,daily,8
2017-01-28,District C,police_district,daily,11
2017-01-28,District D,police_district,daily,7
2017-01-28,District E,police_district,daily,6
2017-01-29,District A,police_district,daily,3
2017-01-29,District B,police_district,daily,5
2017-01-29,District C,police_district,daily,2
2017-01-29,District D,police_district,daily,3
2017-01-29,District E,police_district,daily,7
2017-01-30,District A,police_district,daily,9
2017-01-30,District B,police_district,daily,5
2017-01-30,District C,police_district,daily,6
2017-01-30,District D,police_district,daily,14
2017-01-30,District E,police_district,daily,6
2017-01-31,District A,police_district,daily,3
2017-01-31,District B,police_district,daily,10
2017-01-31,District C,police_district,daily,4
2017-01-31,District D,police_district,daily,5
2017-01-31,District E,police_district,daily,6
2017-02-01,District A,police_district,daily,4
2017-02-01,District B,police_district,daily,8
2017-02-01,District C,police_district,daily,6
2017-02-01,District D,police_district,daily,9
2017-02-01,District E,police_district,daily,10
2017-02-02,District A,police_district,daily,3
2017-02-02,District B,police_district,daily,4
2017-02-02,District C,police_district,daily,7
2017-02-02,District D,police_district,daily,5
2017-02-02,District E,police_district,daily,7
2017-02-03,District A,police_district,daily,6
2017-02-03,District B,police_district,daily,5
2017-02-03,District C,police_district,daily,7
2017-02-03,District D,police_district,daily,10
2017-02-03,District E,police_district,daily,8
2017-02-04,District A,police_district,daily,4
2017-02-04,District B,police_district,daily,9
2017-02-04,District C,police_district,daily,6
2017-02-04,District D,police_district,daily,7
2017-02-04,District E,police_district,daily,7
2017-02-05,District A,police_district,daily,1
2017-02-05,District B,police_district,daily,10
2017-02-05,District C,police_district,daily,6
2017-02-05,District D,police_district,daily,10
2017-02-05,District E,police_district,daily,1
2017-02-06,District A,police_district,daily,4
2017-02-06,District B,police_district,daily,10
2017-02-06,District C,police_district,daily,4
2017-02-06,District D,police_district,daily,7
2017-02-06,District E,police_district,daily,5
2017-02-07,District A,police_district,daily,6
2017-02-07,District B,police_district,daily,9
2017-02-07,District C,police_district,daily,7
2017-02-07,District D,police_district,daily,4
2017-02-07,District E,police_district,daily,8
2017-02-08,District A,police_district,daily,3
2017-02-08,District B,police_district,daily,8
2017-02-08,District C,police_district,daily,7
2017-02-08,District D,police_district,daily,7
2017-02-08,District E,police_district,daily,9
2017-02-09,District A,police_district,daily,5
2017-02-09,District B,police_district,daily,4
2017-02-09,District C,police_district,daily,10
2017-02-09,District D,police_district,daily,3
2017-02-09,District E,police_district,daily,11
2017-02-10,District A,police_district,daily,3
2017-02-10,District B,police_district,daily,2
2017-02-10,District C,police_district,daily,10
2017-02-10,District D,police_district,daily,7
2017-02-10,District E,police_district,daily,6
2017-02-11,District A,police_district,daily,8
2017-02-11,District B,police_district,daily,10
2017-02-11,District C,police_district,daily,7
2017-02-11,District D,police_district,daily,7
2017-02-11,District E,police_district,daily,6
2017-02-12,District A,police_district,daily,5
2017-02-12,District B,police_district,daily,12
2017-02-12,District C,police_district,daily,10
2017-02-12,District D,police_district,daily,10
2017-02-12,District E,police_district,daily,12
2017-02-13,District A,police_district,daily,2
2017-02-13,District B,police_district,daily,6
2017-02-13,District C,police_district,daily,3
2017-02-13,District D,police_district,daily,5
2017-02-13,District E,police_district,daily,10
2017-02-14,District A,police_district,daily,2
2017-02-14,District B,police_district,daily,7
2017-02-14,District C,police_district,daily,6
2017-02-14,District D,police_district,daily,7
2017-02-14,District E,police_district,daily,6
2017-02-15,District A,police_district,daily,6
2017-02-15,District B,police_district,daily,6
2017-02-15,District C,police_district,daily,3
2017-02-15,District D,police_district,daily,7
2017-02-15,District E,police_district,daily,9
2017-02-16,District A,police_district,daily,2
2017-02-16,District B,police_district,daily,4
2017-02-16,District C,police_district,daily,5
2017-02-16,District D,police_district,daily,5
2017-02-16,District E,police_district,daily,8
2017-02-17,District A,police_district,daily,6
2017-02-17,District B,police_district,daily,8
2017-02-17,District C,police_district,daily,5
2017-02-17,District D,police_district,daily,3
2017-02-17,District E,police_district,daily,8
2017-02-18,District A,police_district,daily,2
2017-02-18,District B,police_district,daily,15
2017-02-18,District C,police_district,daily,6
2017-02-18,District D,police_district,daily,8
2017-02-18,District E,police_district,daily,11
2017-02-19,District A,police_district,daily,6
2017-02-19,District B,police_district,daily,9
2017-02-19,District C,police_district,daily,11
2017-02-19,District D,police_district,daily,5
2017-02-19,District E,police_district,daily,7
2017-02-20,District A,police_district,daily,2
2017-02-20,District B,police_district,daily,3
2017-02-20,District C,police_district,daily,7
2017-02-20,District D,police_district,daily,4
2017-02-20,District E,police_district,daily,10
2017-02-21,District A,police_district,daily,7
2017-02-21,District B,police_district,daily,8
2017-02-21,District C,police_district,daily,4
2017-02-21,District E,police_district,daily,8
2017-02-22,District A,police_district,daily,3
2017-02-22,District B,police_district,daily,8
2017-02-22,District C,police_district,daily,5
2017-02-22,District D,police_district,daily,10
2017-02-22,District E,police_district,daily,15
2017-02-23,District A,police_district,daily,8
2017-02-23,District B,police_district,daily,4
2017-02-23,District C,police_district,daily,7
2017-02-23,District D,police_district,daily,9
2017-02-23,District E,police_district,daily,6
2017-02-24,District A,police_district,daily,4
2017-02-24,District B,police_district,daily,9
2017-02-24,District C,police_district,daily,6
2017-02-24,District D,police_district,daily,7
2017-02-24,District E,police_district,daily,14
2017-02-25,District A,police_district,daily,4
2017-02-25,District B,police_district,daily,6
2017-02-25,District C,police_district,daily,2
2017-02-25,District D,police_district,daily,13
2017-02-25,District E,police_district,daily,9
2017-02-26,District A,police_district,daily,1
2017-02-26,District B,police_district,daily,4
2017-02-26,District C,police_district,daily,6
2017-02-26,District D,police_district,daily,7
2017-02-26,District E,police_district,daily,7
2017-02-27,District A,police_district,daily,7
2017-02-27,District B,police_district,daily,7
2017-02-27,District C,police_district,daily,11
2017-02-27,District D,police_district,daily,8
2017-02-27,District E,police_district,daily,8
2017-02-28,District A,police_district,daily,4
2017-02-28,District B,police_district,daily,6
2017-02-28,District C,police_district,daily,7
2017-02-28,District D,police_district,daily,4
2017-02-28,District E,police_district,daily,7
2017-03-01,District A,police_district,daily,4
2017-03-01,District B,police_district,daily,7
2017-03-01,District C,police_district,daily,6
2017-03-01,District D,police_district,daily,11
2017-03-01,District E,police_district,daily,10
2017-03-02,District A,police_district,daily,4
2017-03-02,District B,police_district,daily,5
2017-03-02,District C,police_district,daily,3
2017-03-02,District D,police_district,daily,14
2017-03-02,District E,police_district,daily,7
2017-03-03,District A,police_district,daily,5
2017-03-03,District B,police_district,daily,5
2017-03-03,District C,police_district,daily,4
2017-03-03,District D,police_district,daily,6
2017-03-03,District E,police_district,daily,9
2017-03-04,District A,police_district,daily,8
2017-03-04,District B,police_district,daily,4
2017-03-04,District C,police_district,daily,5
2017-03-04,District D,police_district,daily,8
2017-03-04,District E,police_district,daily,8
2017-03-05,District A,police_district,daily,3
2017-03-05,District B,police_district,daily,9
2017-03-05,District C,police_district,daily,5
2017-03-05,District D,police_district,daily,7
2017-03-05,District E,police_district,daily,7
2017-03-06,District A,police_district,daily,5
2017-03-06,District B,police_district,daily,7
2017-03-06,District C,police_district,daily,6
2017-03-06,District D,police_district,daily,3
2017-03-06,District E,police_district,daily,12
2017-03-07,District A,police_district,daily,4
2017-03-07,District B,police_district,daily,5
2017-03-07,District C,police_district,daily,10
2017-03-07,District D,police_district,daily,16
2017-03-07,District E,police_district,daily,8
2017-03-08,District A,police_district,daily,1
2017-03-08,District B,police_district,daily,5
2017-03-08,District C,police_district,daily,7
2017-03-08,District D,police_district,daily,5
2017-03-08,District E,police_district,daily,12
2017-03-09,District A,police_district,daily,4
2017-03-09,District B,police_district,daily,11
2017-03-09,District C,police_district,daily,5
2017-03-09,District D,police_district,daily,3
2017-03-09,District E,police_district,daily,8
2017-03-10,District A,police_district,daily,5
2017-03-10,District B,police_district,daily,7
2017-03-10,District C,police_district,daily,12
2017-03-10,District D,police_district,daily,9
2017-03-10,District E,police_district,daily,8
2017-03-11,District A,police_district,daily,3
2017-03-11,District B,police_district,daily,4
2017-03-11,District C,police_district,daily,6
2017-03-11,District D,police_district,daily,8
2017-03-11,District E,police_district,daily,6
2017-03-12,District A,police_district,daily,4
2017-03-12,District B,police_district,daily,10
2017-03-12,District C,police_district,daily,4
2017-03-12,District D,police_district,daily,11
2017-03-12,District E,police_district,daily,7
2017-03-13,District A,police_district,daily,2
2017-03-13,District B,police_district,daily,6
2017-03-13,District C,police_district,daily,3
2017-03-13,District D,police_district,daily,8
2017-03-13,District E,police_district,daily,3
2017-03-14,District A,police_district,daily,3
2017-03-14,District B,police_district,daily,9
2017-03-14,District C,police_district,daily,2
2017-03-14,District D,police_district,daily,4
2017-03-14,District E,police_district,daily,3
2017-03-15,District A,police_district,daily,3
2017-03-15,District B,police_district,daily,4
2017-03-15,District C,police_district,daily,4
2017-03-15,District D,police_district,daily,4
2017-03-15,District E,police_district,daily,6
2017-03-16,District A,police_district,daily,2
2017-03-16,District B,police_district,daily,5
2017-03-16,District C,police_district,daily,5
2017-03-16,District D,police_district,daily,8
2017-03-16,District E,police_district,daily,10
2017-03-17,District A,police_district,daily,5
2017-03-17,District B,police_district,daily,7
2017-03-17,District C,police_district,daily,12
2017-03-17,District D,police_district,daily,8
2017-03-17,District E,police_district,daily,8
2017-03-18,District A,police_district,daily,4
2017-03-18,District B,police_district,daily,7
2017-03-18,District C,police_district,daily,8
2017-03-18,District D,police_district,daily,6
2017-03-18,District E,police_district,daily,5
2017-03-19,District A,police_district,daily,5
2017-03-19,District B,police_district,daily,6
2017-03-19,District C,police_district,daily,8
2017-03-19,District D,police_district,daily,15
2017-03-19,District E,police_district,daily,11
2017-03-20,District A,police_district,daily,9
2017-03-20,District B,police_district,daily,8
2017-03-20,District C,police_district,daily,11
2017-03-20,District D,police_district,daily,9
2017-03-20,District E,police_district,daily,9
2017-03-21,District A,police_district,daily,3
2017-03-21,District B,police_district,daily,6
2017-03-21,District C,police_district,daily,5
2017-03-21,District D,police_district,daily,6
2017-03-21,District E,police_district,daily,7
2017-03-22,District A,police_district,daily,4
2017-03-22,District B,police_district,daily,6
2017-03-22,District C,police_district,daily,3
2017-03-22,District D,police_district,daily,8
2017-03-22,District E,police_district,daily,11
2017-03-23,District A,police_district,daily,4
2017-03-23,District B,police_district,daily,2
2017-03-23,District C,police_district,daily,6
2017-03-23,District D,police_district,daily,11
2017-03-23,District E,police_district,daily,11
2017-03-24,District A,police_district,daily,5
2017-03-24,District B,police_district,daily,9
2017-03-24,District C,police_district,daily,6
2017-03-24,District D,police_district,daily,8
2017-03-24,District E,police_district,daily,11
2017-03-25,District A,police_district,daily,3
2017-03-25,District B,police_district,daily,6
2017-03-25,District C,police_district,daily,5
2017-03-25,District D,police_district,daily,12
2017-03-25,District E,police_district,daily,9
2017-03-26,District B,police_district,daily,5
2017-03-26,District C,police_district,daily,9
2017-03-26,District D,police_district,daily,5
2017-03-26,District E,police_district,daily,11
2017-03-27,District A,police_district,daily,1
2017-03-27,District B,police_district,daily,6
2017-03-27,District C,police_district,daily,10
2017-03-27,District D,police_district,daily,7
2017-03-27,District E,police_district,daily,10
2017-03-28,District A,police_district,daily,2
2017-03-28,District B,police_district,daily,6
2017-03-28,District C,police_district,daily,7
2017-03-28,District D,police_district,daily,4
2017-03-28,District E,police_district,daily,10
2017-03-29,District A,police_district,daily,2
2017-03-29,District B,police_district,daily,7
2017-03-29,District C,police_district,daily,11
2017-03-29,District D,police_district,daily,7
2017-03-29,District E,police_district,daily,9
2017-03-30,District A,police_district,daily,5
2017-03-30,District B,police_district,daily,6
2017-03-30,District C,police_district,daily,10
2017-03-30,District D,police_district,daily,5
2017-03-30,District E,police_district,daily,16
2017-03-31,District A,police_district,daily,2
2017-03-31,District B,police_district,daily,7
2017-03-31,District C,police_district,daily,6
2017-03-31,District D,police_district,daily,9
2017-03-31,District E,police_district,daily,5
2017-04-01,District A,police_district,daily,11
2017-04-01,District B,police_district,daily,14
2017-04-01,District C,police_district,daily,6
2017-04-01,District D,police_district,daily,16
2017-04-01,District E,police_district,daily,15
2017-04-02,District A,police_district,daily,4
2017-04-02,District B,police_district,daily,9
2017-04-02,District C,police_district,daily,8
2017-04-02,District D,police_district,daily,5
2017-04-02,District E,police_district,daily,5
2017-04-03,District A,police_district,daily,3
2017-04-03,District B,police_district,daily,6
2017-04-03,District C,police_district,daily,6
2017-04-03,District D,police_district,daily,12
2017-04-03,District E,police_district,daily,9
2017-04-04,District A,police_district,daily,4
2017-04-04,District B,police_district,daily,14
2017-04-04,District C,police_district,daily,4
2017-04-04,District D,police_district,daily,6
2017-04-04,District E,police_district,daily,9
2017-04-05,District A,police_district,daily,4
2017-04-05,District B,police_district,daily,7
2017-04-05,District C,police_district,daily,5
2017-04-05,District D,police_district,daily,11
2017-04-05,District E,police_district,daily,9
2017-04-06,District A,police_district,daily,12
2017-04-06,District B,police_district,daily,6
2017-04-06,District C,police_district,daily,11
2017-04-06,District D,police_district,daily,10
2017-04-06,District E,police_district,daily,9
2017-04-07,District A,police_district,daily,2
2017-04-07,District B,police_district,daily,6
2017-04-07,District C,police_district,daily,4
2017-04-07,District D,police_district,daily,7
2017-04-07,District E,police_district,daily,11
2017-04-08,District A,police_district,daily,3
2017-04-08,District B,police_district,daily,10
2017-04-08,District C,police_district,daily,8
2017-04-08,District D,police_district,daily,11
2017-04-08,District E,police_district,daily,8
2017-04-09,District A,police_district,daily,5
2017-04-09,District B,police_district,daily,9
2017-04-09,District C,police_district,daily,8
2017-04-09,District D,police_district,daily,11
2017-04-09,District E,police_district,daily,8
2017-04-10,District A,police_district,daily,4
2017-04-10,District B,police_district,daily,23
2017-04-10,District C,police_district,daily,10
2017-04-10,District D,police_district,daily,12
2017-04-10,District E,police_district,daily,11
2017-04-11,District A,police_district,daily,6
2017-04-11,District B,police_district,daily,8
2017-04-11,District C,police_district,daily,10
2017-04-11,District D,police_district,daily,4
2017-04-11,District E,police_district,daily,8
2017-04-12,District A,police_district,daily,6
2017-04-12,District B,police_district,daily,10
2017-04-12,District C,police_district,daily,7
2017-04-12,District D,police_district,daily,6
2017-04-12,District E,police_district,daily,15
2017-04-13,District A,police_district,daily,3
2017-04-13,District B,police_district,daily,9
2017-04-13,District C,police_district,daily,11
2017-04-13,District D,police_district,daily,11
2017-04-13,District E,police_district,daily,4
2017-04-14,District A,police_district,daily,3
2017-04-14,District B,police_district,daily,9
2017-04-14,District C,police_district,daily,6
2017-04-14,District D,police_district,daily,4
2017-04-14,District E,police_district,daily,14
2017-04-15,District A,police_district,daily,5
2017-04-15,District B,police_district,daily,11
2017-04-15,District C,police_district,daily,7
2017-04-15,District D,police_district,daily,10
2017-04-15,District E,police_district,daily,6
2017-04-16,District A,police_district,daily,6
2017-04-16,District B,police_district,daily,5
2017-04-16,District C,police_district,daily,9
2017-04-16,District D,police_district,daily,4
2017-04-16,District E,police_district,daily,12
2017-04-17,District A,police_district,daily,7
2017-04-17,District B,police_district,daily,8
2017-04-17,District C,police_district,daily,7
2017-04-17,District D,police_district,daily,8
2017-04-17,District E,police_district,daily,10
2017-04-18,District A,police_district,daily,5
2017-04-18,District B,police_district,daily,9
2017-04-18,District C,police_district,daily,10
2017-04-18,District D,police_district,daily,12
2017-04-18,District E,police_district,daily,4
2017-04-19,District A,police_district,daily,6
2017-04-19,District B,police_district,daily,4
2017-04-19,District C,police_district,daily,7
2017-04-19,District D,police_district,daily,11
2017-04-19,District E,police_district,daily,8
2017-04-20,District A,police_district,daily,3
2017-04-20,District B,police_district,daily,5
2017-04-20,District C,police_district,daily,6
2017-04-20,District D,police_district,daily,13
2017-04-20,District E,police_district,daily,14
2017-04-21,District A,police_district,daily,5
2017-04-21,District B,police_district,daily,4
2017-04-21,District C,police_district,daily,6
2017-04-21,District D,police_district,daily,12
2017-04-21,District E,police_district,daily,10
2017-04-22,District A,police_district,daily,9
2017-04-22,District B,police_district,daily,8
2017-04-22,District C,police_district,daily,9
2017-04-22,District D,police_district,daily,11
2017-04-22,District E,police_district,daily,14
2017-04-23,District A,police_district,daily,5
2017-04-23,District B,police_district,daily,5
2017-04-23,District C,police_district,daily,4
2017-04-23,District D,police_district,daily,7
2017-04-23,District E,police_district,daily,7
2017-04-24,District A,police_district,daily,4
2017-04-24,District B,police_district,daily,9
2017-04-24,District C,police_district,daily,9
2017-04-24,District D,police_district,daily,12
2017-04-24,District E,police_district,daily,15
2017-04-25,District A,police_district,daily,2
2017-04-25,District B,police_district,daily,10
2017-04-25,District C,police_district,daily,8
2017-04-25,District D,police_district,daily,10
2017-04-25,District E,police_district,daily,10
2017-04-26,District A,police_district,daily,10
2017-04-26,District B,police_district,daily,9
2017-04-26,District C,police_district,daily,8
2017-04-26,District D,police_district,daily,6
2017-04-26,District E,police_district,daily,9
2017-04-27,District A,police_district,daily,7
2017-04-27,District B,police_district,daily,10
2017-04-27,District C,police_district,daily,8
2017-04-27,District D,police_district,daily,13
2017-04-27,District E,police_district,daily,9
2017-04-28,District A,police_district,daily,5
2017-04-28,District B,police_district,daily,12
2017-04-28,District C,police_district,daily,5
2017-04-28,District D,police_district,daily,16
2017-04-28,District E,police_district,daily,13
2017-04-29,District A,police_district,daily,6
2017-04-29,District B,police_district,daily,10
2017-04-29,District C,police_district,daily,4
2017-04-29,District D,police_district,daily,15
2017-04-29,District E,police_district,daily,7
2017-04-30,District A,police_district,daily,8
2017-04-30,District B,police_district,daily,6
2017-04-30,District C,police_district,daily,6
2017-04-30,District D,police_district,daily,10
2017-04-30,District E,police_district,daily,5
2017-05-01,District A,police_district,daily,6
2017-05-01,District B,police_district,daily,7
2017-05-01,District C,police_district,daily,12
2017-05-01,District D,police_district,daily,21
2017-05-01,District E,police_district,daily,6
2017-05-02,District A,police_district,daily,6
2017-05-02,District B,police_district,daily,4
2017-05-02,District C,police_district,daily,9
2017-05-02,District D,police_district,daily,5
2017-05-02,District E,police_district,daily,9
2017-05-03,District A,police_district,daily,5
2017-05-03,District B,police_district,daily,6
2017-05-03,District C,police_district,daily,3
2017-05-03,District D,police_district,daily,8
2017-05-03,District E,police_district,daily,8
2017-05-04,District A,police_district,daily,9
2017-05-04,District B,police_district,daily,7
2017-05-04,District C,police_district,daily,10
2017-05-04,District D,police_district,daily,10
2017-05-04,District E,police_district,daily,8
2017-05-05,District A,police_district,daily,5
2017-05-05,District B,police_district,daily,10
2017-05-05,District C,police_district,daily,11
2017-05-05,District D,police_district,daily,5
2017-05-05,District E,police_district,daily,8
2017-05-06,District A,police_district,daily,3
2017-05-06,District B,police_district,daily,4
2017-05-06,District C,police_district,daily,9
2017-05-06,District D,police_district,daily,12
2017-05-06,District E,police_district,daily,7
2017-05-07,District A,police_district,daily,1
2017-05-07,District B,police_district,daily,5
2017-05-07,District C,police_district,daily,5
2017-05-07,District D,police_district,daily,8
2017-05-07,District E,police_district,daily,6
2017-05-08,District A,police_district,daily,10
2017-05-08,District B,police_district,daily,3
2017-05-08,District C,police_district,daily,7
2017-05-08,District D,police_district,daily,7
2017-05-08,District E,police_district,daily,10
2017-05-09,District A,police_district,daily,4
2017-05-09,District B,police_district,daily,10
2017-05-09,District C,police_district,daily,10
2017-05-09,District D,police_district,daily,16
2017-05-09,District E,police_district,daily,9
2017-05-10,District A,police_district,daily,7
2017-05-10,District B,police_district,daily,5
2017-05-10,District C,police_district,daily,11
2017-05-10,District D,police_district,daily,7
2017-05-10,District E,police_district,daily,11
2017-05-11,District A,police_district,daily,5
2017-05-11,District B,police_district,daily,8
2017-05-11,District C,police_district,daily,11
2017-05-11,District D,police_district,daily,10
2017-05-11,District E,police_district,daily,11
2017-05-12,District A,police_district,daily,4
2017-05-12,District B,police_district,daily,13
2017-05-12,District C,police_district,daily,7
2017-05-12,District D,police_district,daily,12
2017-05-12,District E,police_district,daily,17
2017-05-13,District A,police_district,daily,1
2017-05-13,District B,police_district,daily,12
2017-05-13,District C,police_district,daily,12
2017-05-13,District D,police_district,daily,13
2017-05-13,District E,police_district,daily,8
2017-05-14,District A,police_district,daily,1
2017-05-14,District B,police_district,daily,9
2017-05-14,District C,police_district,daily,6
2017-05-14,District D,police_district,daily,10
2017-05-14,District E,police_district,daily,9
2017-05-15,District A,police_district,daily,13
2017-05-15,District B,police_district,daily,12
2017-05-15,District C,police_district,daily,8
2017-05-15,District D,police_district,daily,12
2017-05-15,District E,police_district,daily,6
2017-05-16,District A,police_district,daily,4
2017-05-16,District B,police_district,daily,8
2017-05-16,District C,police_district,daily,7
2017-05-16,District D,police_district,daily,7
2017-05-16,District E,police_district,daily,5
2017-05-17,District A,police_district,daily,2
2017-05-17,District B,police_district,daily,10
2017-05-17,District C,police_district,daily,5
2017-05-17,District D,police_district,daily,18
2017-05-17,District E,police_district,daily,9
2017-05-18,District A,police_district,daily,3
2017-05-18,District B,police_district,daily,5
2017-05-18,District C,police_district,daily,5
2017-05-18,District D,police_district,daily,11
2017-05-18,District E,police_district,daily,12
2017-05-19,District A,police_district,daily,3
2017-05-19,District B,police_district,daily,5
2017-05-19,District C,police_district,daily,8
2017-05-19,District D,police_district,daily,14
2017-05-19,District E,police_district,daily,10
2017-05-20,District A,police_district,daily,6
2017-05-20,District B,police_district,daily,9
2017-05-20,District C,police_district,daily,13
2017-05-20,District D,police_district,daily,10
2017-05-20,District E,police_district,daily,12
2017-05-21,District A,police_district,daily,4
2017-05-21,District B,police_district,daily,8
2017-05-21,District C,police_district,daily,12
2017-05-21,District D,police_district,daily,11
2017-05-21,District E,police_district,daily,7
2017-05-22,District A,police_district,daily,7
2017-05-22,District B,police_district,daily,8
2017-05-22,District C,police_district,daily,8
2017-05-22,District D,police_district,daily,11
2017-05-22,District E,police_district,daily,14
2017-05-23,District A,police_district,daily,1
2017-05-23,District B,police_district,daily,4
2017-05-23,District C,police_district,daily,3
2017-05-23,District D,police_district,daily,11
2017-05-23,District E,police_district,daily,5
2017-05-24,District A,police_district,daily,1
2017-05-24,District B,police_district,daily,5
2017-05-24,District C,police_district,daily,3
2017-05-24,District D,police_district,daily,14
2017-05-24,District E,police_district,daily,9
2017-05-25,District A,police_district,daily,2
2017-05-25,District B,police_district,daily,10
2017-05-25,District C,police_district,daily,10
2017-05-25,District D,police_district,daily,9
2017-05-25,District E,police_district,daily,3
2017-05-26,District A,police_district,daily,3
2017-05-26,District B,police_district,daily,6
2017-05-26,District C,police_district,daily,13
2017-05-26,District D,police_district,daily,9
2017-05-26,District E,police_district,daily,9
2017-05-27,District A,police_district,daily,7
2017-05-27,District B,police_district,daily,10
2017-05-27,District C,police_district,daily,10
2017-05-27,District D,police_district,daily,10
2017-05-27,District E,police_district,daily,13
2017-05-28,District A,police_district,daily,5
2017-05-28,District B,police_district,daily,8
2017-05-28,District C,police_district,daily,6
2017-05-28,District D,police_district,daily,9
2017-05-28,District E,police_district,daily,9
2017-05-29,District A,police_district,daily,3
2017-05-29,District B,police_district,daily,9
2017-05-29,District C,police_district,daily,4
2017-05-29,District D,police_district,daily,11
2017-05-29,District E,police_district,daily,16
2017-05-30,District A,police_district,daily,3
2017-05-30,District B,police_district,daily,11
2017-05-30,District C,police_district,daily,15
2017-05-30,District D,police_district,daily,12
2017-05-30,District E,police_district,daily,10
2017-05-31,District A,police_district,daily,3
2017-05-31,District B,police_district,daily,10
2017-05-31,District C,police_district,daily,5
2017-05-31,District D,police_district,daily,9
2017-05-31,District E,police_district,daily,6
2017-06-01,District A,police_district,daily,10
2017-06-01,District B,police_district,daily,14
2017-06-01,District C,police_district,daily,8
2017-06-01,District D,police_district,daily,12
2017-06-01,District E,police_district,daily,17
2017-06-02,District A,police_district,daily,2
2017-06-02,District B,police_district,daily,9
2017-06-02,District C,police_district,daily,3
2017-06-02,District D,police_district,daily,11
2017-06-02,District E,police_district,daily,15
2017-06-03,District A,police_district,daily,4
2017-06-03,District B,police_district,daily,12
2017-06-03,District C,police_district,daily,4
2017-06-03,District D,police_district,daily,15
2017-06-03,District E,police_district,daily,13
2017-06-04,District A,police_district,daily,6
2017-06-04,District B,police_district,daily,12
2017-06-04,District C,police_district,daily,11
2017-06-04,District D,police_district,daily,8
2017-06-04,District E,police_district,daily,9
2017-06-05,District A,police_district,daily,4
2017-06-05,District B,police_district,daily,6
2017-06-05,District C,police_district,daily,1
2017-06-05,District D,police_district,daily,8
2017-06-05,District E,police_district,daily,9
2017-06-06,District A,police_district,daily,3
2017-06-06,District B,police_district,daily,4
2017-06-06,District C,police_district,daily,9
2017-06-06,District D,police_district,daily,8
2017-06-06,District E,police_district,daily,13
2017-06-07,District A,police_district,daily,5
2017-06-07,District B,police_district,daily,9
2017-06-07,District C,police_district,daily,12
2017-06-07,District D,police_district,daily,12
2017-06-07,District E,police_district,daily,16
2017-06-08,District A,police_district,daily,6
2017-06-08,District B,police_district,daily,8
2017-06-08,District C,police_district,daily,10
2017-06-08,District D,police_district,daily,13
2017-06-08,District E,police_district,daily,15
2017-06-09,District A,police_district,daily,5
2017-06-09,District B,police_district,daily,8
2017-06-09,District C,police_district,daily,9
2017-06-09,District D,police_district,daily,12
2017-06-09,District E,police_district,daily,12
2017-06-10,District A,police_district,daily,10
2017-06-10,District B,police_district,daily,7
2017-06-10,District C,police_district,daily,14
2017-06-10,District D,police_district,daily,15
2017-06-10,District E,police_district,daily,11
2017-06-11,District A,police_district,daily,3
2017-06-11,District B,police_district,daily,12
2017-06-11,District C,police_district,daily,10
2017-06-11,District D,police_district,daily,13
2017-06-11,District E,police_district,daily,14
2017-06-12,District A,police_district,daily,4
2017-06-12,District B,police_district,daily,7
2017-06-12,District C,police_district,daily,7
2017-06-12,District D,police_district,daily,13
2017-06-12,District E,police_district,daily,8
2017-06-13,District A,police_district,daily,7
2017-06-13,District B,police_district,daily,12
2017-06-13,District C,police_district,daily,15
2017-06-13,District D,police_district,daily,7
2017-06-13,District E,police_district,daily,10
2017-06-14,District A,police_district,daily,5
2017-06-14,District B,police_district,daily,5
2017-06-14,District C,police_district,daily,17
2017-06-14,District D,police_district,daily,12
2017-06-14,District E,police_district,daily,10
2017-06-15,District A,police_district,daily,6
2017-06-15,District B,police_district,daily,8
2017-06-15,District C,police_district,daily,9
2017-06-15,District D,police_district,daily,10
2017-06-15,District E,police_district,daily,18
2017-06-16,District A,police_district,daily,7
2017-06-16,District B,police_district,daily,9
2017-06-16,District C,police_district,daily,8
2017-06-16,District D,police_district,daily,9
2017-06-16,District E,police_district,daily,14
2017-06-17,District A,police_district,daily,11
2017-06-17,District B,police_district,daily,10
2017-06-17,District C,police_district,daily,10
2017-06-17,District D,police_district,daily,8
2017-06-17,District E,police_district,daily,9
2017-06-18,District A,police_district,daily,8
2017-06-18,District B,police_district,daily,8
2017-06-18,District C,police_district,daily,9
2017-06-18,District D,police_district,daily,11
2017-06-18,District E,police_district,daily,13
2017-06-19,District A,police_district,daily,8
2017-06-19,District B,police_district,daily,12
2017-06-19,District C,police_district,daily,10
2017-06-19,District D,police_district,daily,12
2017-06-19,District E,police_district,daily,5
2017-06-20,District A,police_district,daily,4
2017-06-20,District B,police_district,daily,4
2017-06-20,District C,police_district,daily,10
2017-06-20,District D,police_district,daily,11
2017-06-20,District E,police_district,daily,12
2017-06-21,District A,police_district,daily,4
2017-06-21,District B,police_district,daily,12
2017-06-21,District C,police_district,daily,8
2017-06-21,District D,police_district,daily,9
2017-06-21,District E,police_district,daily,19
2017-06-22,District A,police_district,daily,10
2017-06-22,District B,police_district,daily,3
2017-06-22,District C,police_district,daily,11
2017-06-22,District D,police_district,daily,13
2017-06-22,District E,police_district,daily,17
2017-06-23,District A,police_district,daily,6
2017-06-23,District B,police_district,daily,17
2017-06-23,District C,police_district,daily,5
